Samplingpoint,Pollutant,Start,End,Value,Unit
NL/SPO-NL00247_06001_101,6001,2020-08-24 02:00:00,2020-08-24 03:00:00,5.0289,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 03:00:00,2020-08-24 04:00:00,3.9274,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 04:00:00,2020-08-24 05:00:00,5.9893,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 05:00:00,2020-08-24 06:00:00,6.3333,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 06:00:00,2020-08-24 07:00:00,4.3743,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 07:00:00,2020-08-24 08:00:00,5.3357,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 08:00:00,2020-08-24 09:00:00,6.9948,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 09:00:00,2020-08-24 10:00:00,3.3953,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 10:00:00,2020-08-24 11:00:00,3.8372,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 11:00:00,2020-08-24 12:00:00,8.4462,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 12:00:00,2020-08-24 13:00:00,2.8171,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 13:00:00,2020-08-24 14:00:00,6.6753,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 14:00:00,2020-08-24 15:00:00,4.584,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 15:00:00,2020-08-24 16:00:00,2.2761,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 16:00:00,2020-08-24 17:00:00,7.0428,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 17:00:00,2020-08-24 18:00:00,5.6904,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 18:00:00,2020-08-24 19:00:00,6.007,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 19:00:00,2020-08-24 20:00:00,5.2435,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 20:00:00,2020-08-24 21:00:00,2.2712,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 21:00:00,2020-08-24 22:00:00,0.5787,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 22:00:00,2020-08-24 23:00:00,5.1749,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-24 23:00:00,2020-08-25 00:00:00,6.2608,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 00:00:00,2020-08-25 01:00:00,4.4213,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 01:00:00,2020-08-25 02:00:00,3.3012,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 02:00:00,2020-08-25 03:00:00,2.1742,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 03:00:00,2020-08-25 04:00:00,1.7469,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 04:00:00,2020-08-25 05:00:00,3.2581,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 05:00:00,2020-08-25 06:00:00,2.9778,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 06:00:00,2020-08-25 07:00:00,4.5027,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 07:00:00,2020-08-25 08:00:00,4.2018,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 08:00:00,2020-08-25 09:00:00,3.1385,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 09:00:00,2020-08-25 10:00:00,4.3449,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 10:00:00,2020-08-25 11:00:00,3.3149,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 11:00:00,2020-08-25 12:00:00,0.8355,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 12:00:00,2020-08-25 13:00:00,1.4166,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 13:00:00,2020-08-25 14:00:00,2.0301,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 14:00:00,2020-08-25 15:00:00,0.9835,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 15:00:00,2020-08-25 16:00:00,1.1481,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 16:00:00,2020-08-25 17:00:00,0.2926,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 17:00:00,2020-08-25 18:00:00,1.7097,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 18:00:00,2020-08-25 19:00:00,-0.2876,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 19:00:00,2020-08-25 20:00:00,0.0094,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 20:00:00,2020-08-25 21:00:00,1.6979,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 21:00:00,2020-08-25 22:00:00,2.4682,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 22:00:00,2020-08-25 23:00:00,4.1116,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-25 23:00:00,2020-08-26 00:00:00,4.1195,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 00:00:00,2020-08-26 01:00:00,5.2465,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 01:00:00,2020-08-26 02:00:00,6.3617,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 02:00:00,2020-08-26 03:00:00,6.3108,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 03:00:00,2020-08-26 04:00:00,4.3733,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 04:00:00,2020-08-26 05:00:00,2.1859,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 05:00:00,2020-08-26 06:00:00,2.8798,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 06:00:00,2020-08-26 07:00:00,4.2008,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 07:00:00,2020-08-26 08:00:00,3.5472,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 08:00:00,2020-08-26 09:00:00,3.7461,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 09:00:00,2020-08-26 10:00:00,3.3649,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 10:00:00,2020-08-26 11:00:00,-2.3515,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 11:00:00,2020-08-26 12:00:00,1.5627,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 12:00:00,2020-08-26 13:00:00,2.2516,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 13:00:00,2020-08-26 14:00:00,3.9166,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 14:00:00,2020-08-26 15:00:00,4.435,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 15:00:00,2020-08-26 16:00:00,6.9497,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 16:00:00,2020-08-26 17:00:00,6.5979,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 17:00:00,2020-08-26 18:00:00,7.0742,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 18:00:00,2020-08-26 19:00:00,5.8404,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 19:00:00,2020-08-26 20:00:00,3.0523,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 20:00:00,2020-08-26 21:00:00,3.4423,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 21:00:00,2020-08-26 22:00:00,4.7888,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 22:00:00,2020-08-26 23:00:00,7.2241,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-26 23:00:00,2020-08-27 00:00:00,5.7718,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 00:00:00,2020-08-27 01:00:00,6.6547,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 01:00:00,2020-08-27 02:00:00,7.0369,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 02:00:00,2020-08-27 03:00:00,3.9695,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 03:00:00,2020-08-27 04:00:00,6.8654,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 04:00:00,2020-08-27 05:00:00,6.8801,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 05:00:00,2020-08-27 06:00:00,9.2782,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 06:00:00,2020-08-27 07:00:00,8.3374,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 07:00:00,2020-08-27 08:00:00,9.5722,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 08:00:00,2020-08-27 09:00:00,14.2566,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 09:00:00,2020-08-27 10:00:00,24.037,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 10:00:00,2020-08-27 11:00:00,16.0794,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 11:00:00,2020-08-27 12:00:00,19.1076,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 12:00:00,2020-08-27 13:00:00,8.5216,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 13:00:00,2020-08-27 14:00:00,17.5102,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 14:00:00,2020-08-27 15:00:00,18.0394,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 15:00:00,2020-08-27 16:00:00,6.6665,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 16:00:00,2020-08-27 17:00:00,7.4162,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 17:00:00,2020-08-27 18:00:00,12.8258,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 18:00:00,2020-08-27 19:00:00,6.6528,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 19:00:00,2020-08-27 20:00:00,3.3345,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 20:00:00,2020-08-27 21:00:00,6.1912,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 21:00:00,2020-08-27 22:00:00,6.7978,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 22:00:00,2020-08-27 23:00:00,5.6052,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-27 23:00:00,2020-08-28 00:00:00,4.7535,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 00:00:00,2020-08-28 01:00:00,6.4999,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 01:00:00,2020-08-28 02:00:00,4.4203,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 02:00:00,2020-08-28 03:00:00,1.2628,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 03:00:00,2020-08-28 04:00:00,-0.4493,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 04:00:00,2020-08-28 05:00:00,1.791,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 05:00:00,2020-08-28 06:00:00,1.2687,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 06:00:00,2020-08-28 07:00:00,-0.5414,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 07:00:00,2020-08-28 08:00:00,-0.2386,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 08:00:00,2020-08-28 09:00:00,3.3502,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 09:00:00,2020-08-28 10:00:00,6.0599,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 10:00:00,2020-08-28 11:00:00,9.9054,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 11:00:00,2020-08-28 12:00:00,5.3357,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 12:00:00,2020-08-28 13:00:00,3.2659,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 13:00:00,2020-08-28 14:00:00,6.8076,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 14:00:00,2020-08-28 15:00:00,5.6326,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 15:00:00,2020-08-28 16:00:00,2.3888,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 16:00:00,2020-08-28 17:00:00,1.4304,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 17:00:00,2020-08-28 18:00:00,-0.6737,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 18:00:00,2020-08-28 19:00:00,-1.98,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 19:00:00,2020-08-28 20:00:00,-0.2278,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 20:00:00,2020-08-28 21:00:00,-0.2405,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 21:00:00,2020-08-28 22:00:00,2.625,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 22:00:00,2020-08-28 23:00:00,1.5842,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-28 23:00:00,2020-08-29 00:00:00,0.8541,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 00:00:00,2020-08-29 01:00:00,3.1297,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 01:00:00,2020-08-29 02:00:00,1.9429,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 02:00:00,2020-08-29 03:00:00,3.1669,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 03:00:00,2020-08-29 04:00:00,5.9246,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 04:00:00,2020-08-29 05:00:00,4.7183,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 05:00:00,2020-08-29 06:00:00,1.7175,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 06:00:00,2020-08-29 07:00:00,0.417,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 07:00:00,2020-08-29 08:00:00,4.7555,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 08:00:00,2020-08-29 09:00:00,4.9574,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 09:00:00,2020-08-29 10:00:00,3.4688,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 10:00:00,2020-08-29 11:00:00,3.3531,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 11:00:00,2020-08-29 12:00:00,4.8084,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 12:00:00,2020-08-29 13:00:00,6.7802,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 13:00:00,2020-08-29 14:00:00,8.7392,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 14:00:00,2020-08-29 15:00:00,5.27,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 15:00:00,2020-08-29 16:00:00,3.4266,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 16:00:00,2020-08-29 17:00:00,4.7594,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 17:00:00,2020-08-29 18:00:00,7.0281,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 18:00:00,2020-08-29 19:00:00,7.865,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 19:00:00,2020-08-29 20:00:00,3.801,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 20:00:00,2020-08-29 21:00:00,3.6579,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 21:00:00,2020-08-29 22:00:00,3.654,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 22:00:00,2020-08-29 23:00:00,4.192,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-29 23:00:00,2020-08-30 00:00:00,4.6791,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 00:00:00,2020-08-30 01:00:00,3.3717,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 01:00:00,2020-08-30 02:00:00,4.4958,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 02:00:00,2020-08-30 03:00:00,3.8402,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 03:00:00,2020-08-30 04:00:00,3.162,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 04:00:00,2020-08-30 05:00:00,6.0883,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 05:00:00,2020-08-30 06:00:00,4.1744,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 06:00:00,2020-08-30 07:00:00,4.2547,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 07:00:00,2020-08-30 08:00:00,4.5664,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 08:00:00,2020-08-30 09:00:00,5.2886,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 09:00:00,2020-08-30 10:00:00,11.101,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 10:00:00,2020-08-30 11:00:00,15.2954,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 11:00:00,2020-08-30 12:00:00,13.0904,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 12:00:00,2020-08-30 13:00:00,6.9958,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 13:00:00,2020-08-30 14:00:00,6.8556,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 14:00:00,2020-08-30 15:00:00,5.7326,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 15:00:00,2020-08-30 16:00:00,3.1552,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 16:00:00,2020-08-30 17:00:00,0.9404,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 17:00:00,2020-08-30 18:00:00,-0.7384,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 18:00:00,2020-08-30 19:00:00,-2.6856,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 19:00:00,2020-08-30 20:00:00,-3.9234,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 20:00:00,2020-08-30 21:00:00,-2.9159,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 21:00:00,2020-08-30 22:00:00,4.5105,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 22:00:00,2020-08-30 23:00:00,4.732,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-30 23:00:00,2020-08-31 00:00:00,1.9674,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 00:00:00,2020-08-31 01:00:00,4.2096,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 01:00:00,2020-08-31 02:00:00,4.6555,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 02:00:00,2020-08-31 03:00:00,4.39,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 03:00:00,2020-08-31 04:00:00,6.053,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 04:00:00,2020-08-31 05:00:00,2.8817,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 05:00:00,2020-08-31 06:00:00,0.5111,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 06:00:00,2020-08-31 07:00:00,1.2059,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 07:00:00,2020-08-31 08:00:00,3.6403,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 08:00:00,2020-08-31 09:00:00,2.7161,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 09:00:00,2020-08-31 10:00:00,3.7363,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 10:00:00,2020-08-31 11:00:00,6.885,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 11:00:00,2020-08-31 12:00:00,6.1148,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 12:00:00,2020-08-31 13:00:00,4.7398,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 13:00:00,2020-08-31 14:00:00,3.4129,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 14:00:00,2020-08-31 15:00:00,3.5668,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 15:00:00,2020-08-31 16:00:00,2.7739,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 16:00:00,2020-08-31 17:00:00,2.5476,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 17:00:00,2020-08-31 18:00:00,5.2004,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 18:00:00,2020-08-31 19:00:00,4.831,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 19:00:00,2020-08-31 20:00:00,2.3271,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 20:00:00,2020-08-31 21:00:00,2.7142,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 21:00:00,2020-08-31 22:00:00,5.6816,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 22:00:00,2020-08-31 23:00:00,5.0495,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-08-31 23:00:00,2020-09-01 00:00:00,3.3874,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 00:00:00,2020-09-01 01:00:00,9.2586,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 01:00:00,2020-09-01 02:00:00,6.7743,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 02:00:00,2020-09-01 03:00:00,6.4019,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 03:00:00,2020-09-01 04:00:00,5.5826,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 04:00:00,2020-09-01 05:00:00,6.2079,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 05:00:00,2020-09-01 06:00:00,6.2598,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 06:00:00,2020-09-01 07:00:00,6.6195,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 07:00:00,2020-09-01 08:00:00,8.7098,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 08:00:00,2020-09-01 09:00:00,10.2876,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 09:00:00,2020-09-01 10:00:00,7.0232,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 10:00:00,2020-09-01 11:00:00,4.2586,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 11:00:00,2020-09-01 12:00:00,5.4503,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 12:00:00,2020-09-01 13:00:00,7.4289,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 13:00:00,2020-09-01 14:00:00,6.9674,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 14:00:00,2020-09-01 15:00:00,6.3941,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 15:00:00,2020-09-01 16:00:00,4.9868,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 16:00:00,2020-09-01 17:00:00,3.653,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 17:00:00,2020-09-01 18:00:00,5.7982,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 18:00:00,2020-09-01 19:00:00,4.485,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 19:00:00,2020-09-01 20:00:00,4.5693,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 20:00:00,2020-09-01 21:00:00,7.1369,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 21:00:00,2020-09-01 22:00:00,7.8915,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 22:00:00,2020-09-01 23:00:00,5.5758,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-01 23:00:00,2020-09-02 00:00:00,2.673,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 00:00:00,2020-09-02 01:00:00,5.025,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 01:00:00,2020-09-02 02:00:00,4.8172,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 02:00:00,2020-09-02 03:00:00,5.8698,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 03:00:00,2020-09-02 04:00:00,9.9446,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 04:00:00,2020-09-02 05:00:00,9.5624,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 05:00:00,2020-09-02 06:00:00,11.4342,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 06:00:00,2020-09-02 07:00:00,8.502,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 07:00:00,2020-09-02 08:00:00,12.8846,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 08:00:00,2020-09-02 09:00:00,17.5788,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 09:00:00,2020-09-02 10:00:00,14.2762,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 10:00:00,2020-09-02 11:00:00,9.1018,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 11:00:00,2020-09-02 12:00:00,10.856,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 12:00:00,2020-09-02 13:00:00,17.1378,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 13:00:00,2020-09-02 14:00:00,16.5204,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 14:00:00,2020-09-02 15:00:00,4.2959,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 15:00:00,2020-09-02 16:00:00,13.8156,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 16:00:00,2020-09-02 17:00:00,1.5117,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 17:00:00,2020-09-02 18:00:00,4.2969,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 18:00:00,2020-09-02 19:00:00,11.3852,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 19:00:00,2020-09-02 20:00:00,7.9924,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 20:00:00,2020-09-02 21:00:00,7.4828,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 21:00:00,2020-09-02 22:00:00,12.522,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 22:00:00,2020-09-02 23:00:00,9.6408,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-02 23:00:00,2020-09-03 00:00:00,11.6106,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-03 00:00:00,2020-09-03 01:00:00,14.6094,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-03 01:00:00,2020-09-03 02:00:00,8.8274,ug.m-3
NL/SPO-NL00247_06001_101,6001,2020-09-03 02:00:00,2020-09-03 03:00:00,12.3848,ug.m-3
